hex_codepoint,status,emoji,e_version,description,utf8_bytes,utf8_str,utf8_clean,unicode_bytes,unicode_str
1F6A3 1F3FC 200D,minimally-qualified,🚣🏼‍♀,E4.0,woman rowing boat: medium-light,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80,xf0x9fx9axa3xf0x9fx8fxbcxe2x80x8dxe2x99x80,b'\\U0001f6a3\\U0001f3fc\\u200d\\u2640',\\U0001f6a3\\U0001f3fc\\u200d\\u2640
1F6A3 1F3FD 200D,fully-qualified,🚣🏽‍♀️,E4.0,woman rowing boat: medium skin,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx9axa3xf0x9fx8fxbdxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f6a3\\U0001f3fd\\u200d\\u2640\\ufe0f',\\U0001f6a3\\U0001f3fd\\u200d\\u2640\\ufe0f
1F6A3 1F3FD 200D,minimally-qualified,🚣🏽‍♀,E4.0,woman rowing boat: medium skin,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80,xf0x9fx9axa3xf0x9fx8fxbdxe2x80x8dxe2x99x80,b'\\U0001f6a3\\U0001f3fd\\u200d\\u2640',\\U0001f6a3\\U0001f3fd\\u200d\\u2640
1F6A3 1F3FE 200D,fully-qualified,🚣🏾‍♀️,E4.0,woman rowing boat: medium-dark,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx9axa3xf0x9fx8fxbexe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f6a3\\U0001f3fe\\u200d\\u2640\\ufe0f',\\U0001f6a3\\U0001f3fe\\u200d\\u2640\\ufe0f
1F6A3 1F3FE 200D,minimally-qualified,🚣🏾‍♀,E4.0,woman rowing boat: medium-dark,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80,xf0x9fx9axa3xf0x9fx8fxbexe2x80x8dxe2x99x80,b'\\U0001f6a3\\U0001f3fe\\u200d\\u2640',\\U0001f6a3\\U0001f3fe\\u200d\\u2640
1F6A3 1F3FF 200D,fully-qualified,🚣🏿‍♀️,E4.0,woman rowing boat: dark skin t,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx9axa3xf0x9fx8fxbfxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f6a3\\U0001f3ff\\u200d\\u2640\\ufe0f',\\U0001f6a3\\U0001f3ff\\u200d\\u2640\\ufe0f
1F6A3 1F3FF 200D,minimally-qualified,🚣🏿‍♀,E4.0,woman rowing boat: dark skin to,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80,xf0x9fx9axa3xf0x9fx8fxbfxe2x80x8dxe2x99x80,b'\\U0001f6a3\\U0001f3ff\\u200d\\u2640',\\U0001f6a3\\U0001f3ff\\u200d\\u2640
1F3CA,fully-qualified,🏊,E0.6,person swimming,b'\xf0\x9f\x8f\x8a',\xf0\x9f\x8f\x8a,xf0x9fx8fx8a,b'\\U0001f3ca',\\U0001f3ca
1F3CA 1F3FB,fully-qualified,🏊🏻,E1.0,person swimming: light skin tone,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbb',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xb,xf0x9fx8fx8axf0x9fx8fxb,b'\\U0001f3ca\\U0001f3fb',\\U0001f3ca\\U0001f3f
1F3CA 1F3FC,fully-qualified,🏊🏼,E1.0,person swimming: medium-light ski,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbc',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbc,xf0x9fx8fx8axf0x9fx8fxbc,b'\\U0001f3ca\\U0001f3fc',\\U0001f3ca\\U0001f3fc
1F3CA 1F3FD,fully-qualified,🏊🏽,E1.0,person swimming: medium skin tone,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbd',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbd,xf0x9fx8fx8axf0x9fx8fxbd,b'\\U0001f3ca\\U0001f3fd',\\U0001f3ca\\U0001f3fd
1F3CA 1F3FE,fully-qualified,🏊🏾,E1.0,person swimming: medium-dark skin,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbe',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbe,xf0x9fx8fx8axf0x9fx8fxbe,b'\\U0001f3ca\\U0001f3fe',\\U0001f3ca\\U0001f3fe
1F3CA 1F3FF,fully-qualified,🏊🏿,E1.0,person swimming: dark skin tone,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbf',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbf,xf0x9fx8fx8axf0x9fx8fxbf,b'\\U0001f3ca\\U0001f3ff',\\U0001f3ca\\U0001f3ff
1F3CA 200D 2642,fully-qualified,🏊‍♂️,E4.0,man swimming,b'\xf0\x9f\x8f\x8a\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x8f\x8a\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx8fx8axe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f3ca\\u200d\\u2642\\ufe0f',\\U0001f3ca\\u200d\\u2642\\ufe0f
1F3CA 200D 2642,minimally-qualified,🏊‍♂,E4.0,man swimming,b'\xf0\x9f\x8f\x8a\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x8f\x8a\xe2\x80\x8d\xe2\x99\x82,xf0x9fx8fx8axe2x80x8dxe2x99x82,b'\\U0001f3ca\\u200d\\u2642',\\U0001f3ca\\u200d\\u2642
1F3CA 1F3FB 200D,fully-qualified,🏊🏻‍♂️,E4.0,man swimming: light skin tone,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx8fx8axf0x9fx8fxbbxe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f3ca\\U0001f3fb\\u200d\\u2642\\ufe0f',\\U0001f3ca\\U0001f3fb\\u200d\\u2642\\ufe0f
1F3CA 1F3FB 200D,minimally-qualified,🏊🏻‍♂,E4.0,man swimming: light skin tone,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82,xf0x9fx8fx8axf0x9fx8fxbbxe2x80x8dxe2x99x82,b'\\U0001f3ca\\U0001f3fb\\u200d\\u2642',\\U0001f3ca\\U0001f3fb\\u200d\\u2642
1F3CA 1F3FC 200D,fully-qualified,🏊🏼‍♂️,E4.0,man swimming: medium-light ski,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx8fx8axf0x9fx8fxbcxe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f3ca\\U0001f3fc\\u200d\\u2642\\ufe0f',\\U0001f3ca\\U0001f3fc\\u200d\\u2642\\ufe0f
1F3CA 1F3FC 200D,minimally-qualified,🏊🏼‍♂,E4.0,man swimming: medium-light skin,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82,xf0x9fx8fx8axf0x9fx8fxbcxe2x80x8dxe2x99x82,b'\\U0001f3ca\\U0001f3fc\\u200d\\u2642',\\U0001f3ca\\U0001f3fc\\u200d\\u2642
1F3CA 1F3FD 200D,fully-qualified,🏊🏽‍♂️,E4.0,man swimming: medium skin tone,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx8fx8axf0x9fx8fxbdxe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f3ca\\U0001f3fd\\u200d\\u2642\\ufe0f',\\U0001f3ca\\U0001f3fd\\u200d\\u2642\\ufe0f
1F3CA 1F3FD 200D,minimally-qualified,🏊🏽‍♂,E4.0,man swimming: medium skin tone,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82,xf0x9fx8fx8axf0x9fx8fxbdxe2x80x8dxe2x99x82,b'\\U0001f3ca\\U0001f3fd\\u200d\\u2642',\\U0001f3ca\\U0001f3fd\\u200d\\u2642
1F3CA 1F3FE 200D,fully-qualified,🏊🏾‍♂️,E4.0,man swimming: medium-dark skin,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx8fx8axf0x9fx8fxbexe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f3ca\\U0001f3fe\\u200d\\u2642\\ufe0f',\\U0001f3ca\\U0001f3fe\\u200d\\u2642\\ufe0f
1F3CA 1F3FE 200D,minimally-qualified,🏊🏾‍♂,E4.0,man swimming: medium-dark skin,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82,xf0x9fx8fx8axf0x9fx8fxbexe2x80x8dxe2x99x82,b'\\U0001f3ca\\U0001f3fe\\u200d\\u2642',\\U0001f3ca\\U0001f3fe\\u200d\\u2642
1F3CA 1F3FF 200D,fully-qualified,🏊🏿‍♂️,E4.0,man swimming: dark skin tone,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx8fx8axf0x9fx8fxbfxe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f3ca\\U0001f3ff\\u200d\\u2642\\ufe0f',\\U0001f3ca\\U0001f3ff\\u200d\\u2642\\ufe0f
1F3CA 1F3FF 200D,minimally-qualified,🏊🏿‍♂,E4.0,man swimming: dark skin tone,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82,xf0x9fx8fx8axf0x9fx8fxbfxe2x80x8dxe2x99x82,b'\\U0001f3ca\\U0001f3ff\\u200d\\u2642',\\U0001f3ca\\U0001f3ff\\u200d\\u2642
1F3CA 200D 2640,fully-qualified,🏊‍♀️,E4.0,woman swimming,b'\xf0\x9f\x8f\x8a\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x8f\x8a\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx8fx8axe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f3ca\\u200d\\u2640\\ufe0f',\\U0001f3ca\\u200d\\u2640\\ufe0f
1F3CA 200D 2640,minimally-qualified,🏊‍♀,E4.0,woman swimming,b'\xf0\x9f\x8f\x8a\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x8f\x8a\xe2\x80\x8d\xe2\x99\x80,xf0x9fx8fx8axe2x80x8dxe2x99x80,b'\\U0001f3ca\\u200d\\u2640',\\U0001f3ca\\u200d\\u2640
1F3CA 1F3FB 200D,fully-qualified,🏊🏻‍♀️,E4.0,woman swimming: light skin ton,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx8fx8axf0x9fx8fxbbxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f3ca\\U0001f3fb\\u200d\\u2640\\ufe0f',\\U0001f3ca\\U0001f3fb\\u200d\\u2640\\ufe0f
1F3CA 1F3FB 200D,minimally-qualified,🏊🏻‍♀,E4.0,woman swimming: light skin tone,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80,xf0x9fx8fx8axf0x9fx8fxbbxe2x80x8dxe2x99x80,b'\\U0001f3ca\\U0001f3fb\\u200d\\u2640',\\U0001f3ca\\U0001f3fb\\u200d\\u2640
1F3CA 1F3FC 200D,fully-qualified,🏊🏼‍♀️,E4.0,woman swimming: medium-light s,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx8fx8axf0x9fx8fxbcxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f3ca\\U0001f3fc\\u200d\\u2640\\ufe0f',\\U0001f3ca\\U0001f3fc\\u200d\\u2640\\ufe0f
1F3CA 1F3FC 200D,minimally-qualified,🏊🏼‍♀,E4.0,woman swimming: medium-light sk,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80,xf0x9fx8fx8axf0x9fx8fxbcxe2x80x8dxe2x99x80,b'\\U0001f3ca\\U0001f3fc\\u200d\\u2640',\\U0001f3ca\\U0001f3fc\\u200d\\u2640
1F3CA 1F3FD 200D,fully-qualified,🏊🏽‍♀️,E4.0,woman swimming: medium skin to,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx8fx8axf0x9fx8fxbdxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f3ca\\U0001f3fd\\u200d\\u2640\\ufe0f',\\U0001f3ca\\U0001f3fd\\u200d\\u2640\\ufe0f
1F3CA 1F3FD 200D,minimally-qualified,🏊🏽‍♀,E4.0,woman swimming: medium skin ton,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80,xf0x9fx8fx8axf0x9fx8fxbdxe2x80x8dxe2x99x80,b'\\U0001f3ca\\U0001f3fd\\u200d\\u2640',\\U0001f3ca\\U0001f3fd\\u200d\\u2640
1F3CA 1F3FE 200D,fully-qualified,🏊🏾‍♀️,E4.0,woman swimming: medium-dark sk,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx8fx8axf0x9fx8fxbexe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f3ca\\U0001f3fe\\u200d\\u2640\\ufe0f',\\U0001f3ca\\U0001f3fe\\u200d\\u2640\\ufe0f
1F3CA 1F3FE 200D,minimally-qualified,🏊🏾‍♀,E4.0,woman swimming: medium-dark ski,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80,xf0x9fx8fx8axf0x9fx8fxbexe2x80x8dxe2x99x80,b'\\U0001f3ca\\U0001f3fe\\u200d\\u2640',\\U0001f3ca\\U0001f3fe\\u200d\\u2640
1F3CA 1F3FF 200D,fully-qualified,🏊🏿‍♀️,E4.0,woman swimming: dark skin tone,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx8fx8axf0x9fx8fxbfxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f3ca\\U0001f3ff\\u200d\\u2640\\ufe0f',\\U0001f3ca\\U0001f3ff\\u200d\\u2640\\ufe0f
1F3CA 1F3FF 200D,minimally-qualified,🏊🏿‍♀,E4.0,woman swimming: dark skin tone,b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80,xf0x9fx8fx8axf0x9fx8fxbfxe2x80x8dxe2x99x80,b'\\U0001f3ca\\U0001f3ff\\u200d\\u2640',\\U0001f3ca\\U0001f3ff\\u200d\\u2640
26F9 FE0F,fully-qualified,⛹️,E0.7,person bouncing ball,b'\xe2\x9b\xb9\xef\xb8\x8f',\xe2\x9b\xb9\xef\xb8\x8f,xe2x9bxb9xefxb8x8f,b'\\u26f9\\ufe0f',\\u26f9\\ufe0f
26F9,unqualified,⛹,E0.7,person bouncing ball,b'\xe2\x9b\xb9',\xe2\x9b\xb9,xe2x9bxb9,b'\\u26f9',\\u26f9
26F9 1F3FB,fully-qualified,⛹🏻,E2.0,person bouncing ball: light skin,b'\xe2\x9b\xb9\xf0\x9f\x8f\xbb',\xe2\x9b\xb9\xf0\x9f\x8f\xb,xe2x9bxb9xf0x9fx8fxb,b'\\u26f9\\U0001f3fb',\\u26f9\\U0001f3f
26F9 1F3FC,fully-qualified,⛹🏼,E2.0,person bouncing ball: medium-ligh,b'\xe2\x9b\xb9\xf0\x9f\x8f\xbc',\xe2\x9b\xb9\xf0\x9f\x8f\xbc,xe2x9bxb9xf0x9fx8fxbc,b'\\u26f9\\U0001f3fc',\\u26f9\\U0001f3fc
26F9 1F3FD,fully-qualified,⛹🏽,E2.0,person bouncing ball: medium skin,b'\xe2\x9b\xb9\xf0\x9f\x8f\xbd',\xe2\x9b\xb9\xf0\x9f\x8f\xbd,xe2x9bxb9xf0x9fx8fxbd,b'\\u26f9\\U0001f3fd',\\u26f9\\U0001f3fd
26F9 1F3FE,fully-qualified,⛹🏾,E2.0,person bouncing ball: medium-dark,b'\xe2\x9b\xb9\xf0\x9f\x8f\xbe',\xe2\x9b\xb9\xf0\x9f\x8f\xbe,xe2x9bxb9xf0x9fx8fxbe,b'\\u26f9\\U0001f3fe',\\u26f9\\U0001f3fe
26F9 1F3FF,fully-qualified,⛹🏿,E2.0,person bouncing ball: dark skin t,b'\xe2\x9b\xb9\xf0\x9f\x8f\xbf',\xe2\x9b\xb9\xf0\x9f\x8f\xbf,xe2x9bxb9xf0x9fx8fxbf,b'\\u26f9\\U0001f3ff',\\u26f9\\U0001f3ff
26F9 FE0F 200D 2,fully-qualified,⛹️‍♂️,E4.0,man bouncing ball,b'\xe2\x9b\xb9\xef\xb8\x8f\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xe2\x9b\xb9\xef\xb8\x8f\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xe2x9bxb9xefxb8x8fxe2x80x8dxe2x99x82xefxb8x8f,b'\\u26f9\\ufe0f\\u200d\\u2642\\ufe0f',\\u26f9\\ufe0f\\u200d\\u2642\\ufe0f
26F9 200D 2642 F,unqualified,⛹‍♂️,E4.0,man bouncing ball,b'\xe2\x9b\xb9\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xe2\x9b\xb9\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xe2x9bxb9xe2x80x8dxe2x99x82xefxb8x8f,b'\\u26f9\\u200d\\u2642\\ufe0f',\\u26f9\\u200d\\u2642\\ufe0f
26F9 FE0F 200D 2,unqualified,⛹️‍♂,E4.0,man bouncing ball,b'\xe2\x9b\xb9\xef\xb8\x8f\xe2\x80\x8d\xe2\x99\x82',\xe2\x9b\xb9\xef\xb8\x8f\xe2\x80\x8d\xe2\x99\x82,xe2x9bxb9xefxb8x8fxe2x80x8dxe2x99x82,b'\\u26f9\\ufe0f\\u200d\\u2642',\\u26f9\\ufe0f\\u200d\\u2642
26F9 200D 2642,unqualified,⛹‍♂,E4.0,man bouncing ball,b'\xe2\x9b\xb9\xe2\x80\x8d\xe2\x99\x82',\xe2\x9b\xb9\xe2\x80\x8d\xe2\x99\x82,xe2x9bxb9xe2x80x8dxe2x99x82,b'\\u26f9\\u200d\\u2642',\\u26f9\\u200d\\u2642
26F9 1F3FB 200D,fully-qualified,⛹🏻‍♂️,E4.0,man bouncing ball: light skin,b'\xe2\x9b\xb9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xe2\x9b\xb9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xe2x9bxb9xf0x9fx8fxbbxe2x80x8dxe2x99x82xefxb8x8f,b'\\u26f9\\U0001f3fb\\u200d\\u2642\\ufe0f',\\u26f9\\U0001f3fb\\u200d\\u2642\\ufe0f
26F9 1F3FB 200D,minimally-qualified,⛹🏻‍♂,E4.0,man bouncing ball: light skin t,b'\xe2\x9b\xb9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82',\xe2\x9b\xb9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82,xe2x9bxb9xf0x9fx8fxbbxe2x80x8dxe2x99x82,b'\\u26f9\\U0001f3fb\\u200d\\u2642',\\u26f9\\U0001f3fb\\u200d\\u2642
26F9 1F3FC 200D,fully-qualified,⛹🏼‍♂️,E4.0,man bouncing ball: medium-ligh,b'\xe2\x9b\xb9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xe2\x9b\xb9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xe2x9bxb9xf0x9fx8fxbcxe2x80x8dxe2x99x82xefxb8x8f,b'\\u26f9\\U0001f3fc\\u200d\\u2642\\ufe0f',\\u26f9\\U0001f3fc\\u200d\\u2642\\ufe0f
26F9 1F3FC 200D,minimally-qualified,⛹🏼‍♂,E4.0,man bouncing ball: medium-light,b'\xe2\x9b\xb9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82',\xe2\x9b\xb9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82,xe2x9bxb9xf0x9fx8fxbcxe2x80x8dxe2x99x82,b'\\u26f9\\U0001f3fc\\u200d\\u2642',\\u26f9\\U0001f3fc\\u200d\\u2642
26F9 1F3FD 200D,fully-qualified,⛹🏽‍♂️,E4.0,man bouncing ball: medium skin,b'\xe2\x9b\xb9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xe2\x9b\xb9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xe2x9bxb9xf0x9fx8fxbdxe2x80x8dxe2x99x82xefxb8x8f,b'\\u26f9\\U0001f3fd\\u200d\\u2642\\ufe0f',\\u26f9\\U0001f3fd\\u200d\\u2642\\ufe0f
26F9 1F3FD 200D,minimally-qualified,⛹🏽‍♂,E4.0,man bouncing ball: medium skin,b'\xe2\x9b\xb9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82',\xe2\x9b\xb9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82,xe2x9bxb9xf0x9fx8fxbdxe2x80x8dxe2x99x82,b'\\u26f9\\U0001f3fd\\u200d\\u2642',\\u26f9\\U0001f3fd\\u200d\\u2642
26F9 1F3FE 200D,fully-qualified,⛹🏾‍♂️,E4.0,man bouncing ball: medium-dark,b'\xe2\x9b\xb9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xe2\x9b\xb9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xe2x9bxb9xf0x9fx8fxbexe2x80x8dxe2x99x82xefxb8x8f,b'\\u26f9\\U0001f3fe\\u200d\\u2642\\ufe0f',\\u26f9\\U0001f3fe\\u200d\\u2642\\ufe0f
26F9 1F3FE 200D,minimally-qualified,⛹🏾‍♂,E4.0,man bouncing ball: medium-dark,b'\xe2\x9b\xb9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82',\xe2\x9b\xb9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82,xe2x9bxb9xf0x9fx8fxbexe2x80x8dxe2x99x82,b'\\u26f9\\U0001f3fe\\u200d\\u2642',\\u26f9\\U0001f3fe\\u200d\\u2642
26F9 1F3FF 200D,fully-qualified,⛹🏿‍♂️,E4.0,man bouncing ball: dark skin t,b'\xe2\x9b\xb9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xe2\x9b\xb9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xe2x9bxb9xf0x9fx8fxbfxe2x80x8dxe2x99x82xefxb8x8f,b'\\u26f9\\U0001f3ff\\u200d\\u2642\\ufe0f',\\u26f9\\U0001f3ff\\u200d\\u2642\\ufe0f
26F9 1F3FF 200D,minimally-qualified,⛹🏿‍♂,E4.0,man bouncing ball: dark skin to,b'\xe2\x9b\xb9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82',\xe2\x9b\xb9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82,xe2x9bxb9xf0x9fx8fxbfxe2x80x8dxe2x99x82,b'\\u26f9\\U0001f3ff\\u200d\\u2642',\\u26f9\\U0001f3ff\\u200d\\u2642
